config,method,DC,Pika,SVD,ZS,mean,min,sharpe
A: z0(59D)+physics,soft(l=0.3)/GB+softLR(0.6),0.9433590532182081,0.6878563228455237,0.8708334244103674,0.6423140266629683,0.7860907067842668,0.6423140266629683,0.7237226516021216
A: z0(59D)+physics,soft(l=0.3)/GB+softLR(0.7),0.9462831040295829,0.6892973195349005,0.8752925559925047,0.633087738155089,0.7859901794280193,0.633087738155089,0.7215709461592781
A: z0(59D)+physics,soft(l=0.3)/bn-GB,0.9489622419199886,0.6857626525013134,0.8817022595715339,0.6032522580309623,0.7799198530059496,0.6032522580309623,0.709647167586416
A: z0(59D)+physics,soft(l=0.3)/bn-LR,0.9005258779906666,0.6600304099224186,0.818021727337219,0.6806565935494736,0.7648086521999444,0.6600304099224186,0.715241244957524
A: z0(59D)+physics,soft(l=0.4)/GB+softLR(0.5),0.9177390670348418,0.6754605268644145,0.8399608931775684,0.7386236598552185,0.7929460367330108,0.6754605268644145,0.7464853929059816
A: z0(59D)+physics,soft(l=0.4)/GB+softLR(0.6),0.9183537662410901,0.6763277933904284,0.841568883051127,0.7467780801969385,0.795757130719896,0.6763277933904284,0.7498013328689578
A: z0(59D)+physics,soft(l=0.4)/GB+softLR(0.7),0.9180818645607377,0.6761993712317687,0.8422393424966765,0.7529735178227802,0.7973735240279908,0.6761993712317687,0.7517953076042295
A: z0(59D)+physics,soft(l=0.4)/bn-GB,0.9118696160949684,0.6700912575642597,0.8389820303356071,0.7612517676661359,0.7955486679152428,0.6700912575642597,0.7505953176957922
A: z0(59D)+physics,soft(l=0.4)/bn-LR,0.8852659500546823,0.6615781471073048,0.8036455983959845,0.7853796984008657,0.7839673484897094,0.6615781471073048,0.7439441118439125
B: z0+eps(80D)+physics,safe(g<=0.60)/GB+softLR(0.5),0.9180883096376053,0.7343023368941295,0.8507796525295238,0.8092292604159186,0.8280998898692944,0.7343023368941295,0.7947772540502884
B: z0+eps(80D)+physics,safe(g<=0.60)/GB+softLR(0.6),0.9200411679284918,0.7370175482486497,0.8553794732899211,0.8067511844291831,0.8297973434740615,0.7370175482486497,0.7963145035903346
B: z0+eps(80D)+physics,safe(g<=0.60)/GB+softLR(0.7),0.9207400559513237,0.7382839797526622,0.8588804082370731,0.8029065260623952,0.8302027425008636,0.7382839797526622,0.7964633404463661
B: z0+eps(80D)+physics,safe(g<=0.60)/bn-GB,0.914875841636405,0.7315826780189632,0.8615988093085365,0.7849145947927219,0.8232429809391566,0.7315826780189632,0.7881196028222648
B: z0+eps(80D)+physics,safe(g<=0.60)/bn-LR,0.8899768984276027,0.7527817851791934,0.8306968684735027,0.7752578749371566,0.8121783567543639,0.7527817851791934,0.7856187268443934
B: z0+eps(80D)+physics,safe(g<=0.65)/GB+softLR(0.5),0.9149322360589968,0.7418742407943272,0.854107309279723,0.8176878060136559,0.8321503980366758,0.7418742407943272,0.8008315840104406
B: z0+eps(80D)+physics,safe(g<=0.65)/GB+softLR(0.6),0.9164230629019361,0.7465908364396485,0.8595468934120505,0.8165886953571367,0.8347873720276929,0.7465908364396485,0.8037760428015153
B: z0+eps(80D)+physics,safe(g<=0.65)/GB+softLR(0.7),0.9168198379465985,0.7498647675753507,0.8642230201674359,0.8144063242203075,0.836328487477423,0.7498647675753507,0.8054927142631823
B: z0+eps(80D)+physics,safe(g<=0.65)/bn-GB,0.912013421872577,0.7513135474258585,0.8714085013621812,0.8015572798125717,0.8340731876182971,0.7513135474258585,0.8030741472368004
B: z0+eps(80D)+physics,safe(g<=0.65)/bn-LR,0.8935523048199105,0.7707469888895375,0.8339641163110026,0.7943127586488716,0.8231440421673306,0.7707469888895375,0.7998912311064249
B: z0+eps(80D)+physics,safe(g<=0.70)/GB+softLR(0.5),0.9139912548363252,0.731986290517608,0.8466007070227349,0.8150259670464931,0.8269010548557902,0.731986290517608,0.7941877075912568
B: z0+eps(80D)+physics,safe(g<=0.70)/GB+softLR(0.6),0.9154583154583154,0.7352702285747642,0.8510574540425286,0.8132745225753566,0.8287651301627411,0.7352702285747642,0.7961749556205708
B: z0+eps(80D)+physics,safe(g<=0.70)/GB+softLR(0.7),0.9159787554153751,0.7375128908606231,0.854495198087581,0.8103754262830594,0.8295905676616597,0.7375128908606231,0.7970610812077336
B: z0+eps(80D)+physics,safe(g<=0.70)/bn-GB,0.9114059733778043,0.7358484062587733,0.8592639253473016,0.7956010807838902,0.8255298464419423,0.7358484062587733,0.7925041093341206
B: z0+eps(80D)+physics,safe(g<=0.70)/bn-LR,0.8931813100827185,0.7226603956625555,0.8271458577171392,0.8237306856934823,0.8166795622889739,0.7226603956625555,0.7862129998907077
B: z0+eps(80D)+physics,safe_max(g<=0.70)/GB+softLR(0.5),0.9144432158516667,0.7100383320685697,0.8702074767952278,0.8077769880207339,0.8256165031840494,0.7100383320685697,0.7872473246756184
B: z0+eps(80D)+physics,safe_max(g<=0.70)/GB+softLR(0.6),0.9149914502027179,0.707164121850947,0.8764927857053436,0.8034949638541685,0.8255358304032943,0.707164121850947,0.7859310797482337
B: z0+eps(80D)+physics,safe_max(g<=0.70)/GB+softLR(0.7),0.9138007222514266,0.7026459968144633,0.8801423583719004,0.7971365666041741,0.823431411010491,0.7026459968144633,0.7826091751199497
B: z0+eps(80D)+physics,safe_max(g<=0.70)/bn-GB,0.8995546854701784,0.6788606563984534,0.8741030568102107,0.7694730559387392,0.8054978636543954,0.6788606563984534,0.7615603175729351
B: z0+eps(80D)+physics,safe_max(g<=0.70)/bn-LR,0.8620382958411128,0.7041464790924834,0.8456886119263887,0.7477528660338153,0.7899065632234501,0.7041464790924834,0.7568854052099612
B: z0+eps(80D)+physics,safe_max(g<=0.75)/GB+softLR(0.5),0.9149322360589968,0.7418742407943272,0.854107309279723,0.8176878060136559,0.8321503980366758,0.7418742407943272,0.8008315840104406
B: z0+eps(80D)+physics,safe_max(g<=0.75)/GB+softLR(0.6),0.9164230629019361,0.7465908364396485,0.8595468934120505,0.8165886953571367,0.8347873720276929,0.7465908364396485,0.8037760428015153
B: z0+eps(80D)+physics,safe_max(g<=0.75)/GB+softLR(0.7),0.9168198379465985,0.7498647675753507,0.8642230201674359,0.8144063242203075,0.836328487477423,0.7498647675753507,0.8054927142631823
B: z0+eps(80D)+physics,safe_max(g<=0.75)/bn-GB,0.912013421872577,0.7513135474258585,0.8714085013621812,0.8015572798125717,0.8340731876182971,0.7513135474258585,0.8030741472368004
B: z0+eps(80D)+physics,safe_max(g<=0.75)/bn-LR,0.8935523048199105,0.7707469888895375,0.8339641163110026,0.7943127586488716,0.8231440421673306,0.7707469888895375,0.7998912311064249
B: z0+eps(80D)+physics,safe_max(g<=0.80)/GB+softLR(0.5),0.9152033321047406,0.7402369972564358,0.8554736635024851,0.8195333609060358,0.8326118384424244,0.7402369972564358,0.8009414898008562
B: z0+eps(80D)+physics,safe_max(g<=0.80)/GB+softLR(0.6),0.9165801616505842,0.744678402561772,0.8613575710847969,0.8188958866316146,0.835378005482192,0.744678402561772,0.803986519567395
B: z0+eps(80D)+physics,safe_max(g<=0.80)/GB+softLR(0.7),0.9167694857835703,0.7476988250206392,0.8661779638619577,0.8170206126588423,0.8369167218312523,0.7476988250206392,0.8057033708541526
B: z0+eps(80D)+physics,safe_max(g<=0.80)/bn-GB,0.9108243051905023,0.7482464260002056,0.8742771298612781,0.8050700751149756,0.8346044840417405,0.7482464260002056,0.8032662331915114
B: z0+eps(80D)+physics,safe_max(g<=0.80)/bn-LR,0.8898334954672984,0.7712606775241765,0.8338834386183844,0.7932290028505551,0.8220516536151036,0.7712606775241765,0.7994894650153078
B: z0+eps(80D)+physics,soft(l=0.2)/GB+softLR(0.5),0.9096114222874785,0.6790591270072911,0.8404171394392701,0.8086487477122499,0.8094341091115724,0.6790591270072911,0.7676058180017791
B: z0+eps(80D)+physics,soft(l=0.2)/GB+softLR(0.6),0.9106728458841135,0.671430517218854,0.8440865834586884,0.8059636287987795,0.8080383938401088,0.671430517218854,0.764378258042325
B: z0+eps(80D)+physics,soft(l=0.2)/GB+softLR(0.7),0.9108988263917842,0.6626283179198946,0.8467759723549739,0.8019832532981989,0.8055715924912129,0.6626283179198946,0.7599938546110001
B: z0+eps(80D)+physics,soft(l=0.2)/bn-GB,0.9059316862133764,0.6300174287215323,0.8501227056039202,0.7841671599208481,0.7925597451149193,0.6300174287215323,0.7409257376964444
B: z0+eps(80D)+physics,soft(l=0.2)/bn-LR,0.8900743802152253,0.7020116691822955,0.8104543187404741,0.8052142126548797,0.8019386451982187,0.7020116691822955,0.7685502542884314
B: z0+eps(80D)+physics,soft(l=0.3)/GB+softLR(0.5),0.9095860447973123,0.6790057567595364,0.840372230181803,0.8086487477122499,0.8094031948627254,0.6790057567595364,0.7675703835598826
B: z0+eps(80D)+physics,soft(l=0.3)/GB+softLR(0.6),0.9106349810575163,0.6713649162893224,0.8440122645989862,0.8059636287987795,0.8079939476861511,0.6713649162893224,0.764330379276667
B: z0+eps(80D)+physics,soft(l=0.3)/GB+softLR(0.7),0.9108476685941477,0.662557157589555,0.8467103968905307,0.8019832532981989,0.8055246190931081,0.662557157589555,0.7599440246960402
B: z0+eps(80D)+physics,soft(l=0.3)/bn-GB,0.9058511227525312,0.6299145798065884,0.850024541120784,0.7841671599208481,0.7924893509001879,0.6299145798065884,0.7408529995512739
B: z0+eps(80D)+physics,soft(l=0.3)/bn-LR,0.8900743802152253,0.7020116691822955,0.8104543187404741,0.8052142126548797,0.8019386451982187,0.7020116691822955,0.7685502542884314
B: z0+eps(80D)+physics,soft(l=0.4)/GB+softLR(0.5),0.9093250191841742,0.6828623130998941,0.8392959977108201,0.8166842917323995,0.812041905431822,0.6828623130998941,0.7710268863893175
B: z0+eps(80D)+physics,soft(l=0.4)/GB+softLR(0.6),0.9102124257053834,0.6762038187524149,0.8427055244348091,0.8154613515742445,0.8111457801167129,0.6762038187524149,0.768544302132182
B: z0+eps(80D)+physics,soft(l=0.4)/GB+softLR(0.7),0.9102144397919045,0.6683128052458505,0.8452359425082019,0.813240345632905,0.8092508832947154,0.6683128052458505,0.7649733340449721
B: z0+eps(80D)+physics,soft(l=0.4)/bn-GB,0.9045903045903045,0.6379634802960937,0.8475664547718076,0.8004497487499411,0.7976424971020367,0.6379634802960937,0.7479965606206086
B: z0+eps(80D)+physics,soft(l=0.4)/bn-LR,0.8899350054279632,0.7041025598261019,0.809866921549886,0.7973228061746342,0.8003068232446464,0.7041025598261019,0.767340200750381
C: z0(59D)+physics+csv,safe(g<=0.60)/GB+softLR(0.5),0.9876931257212946,0.9099543851163722,0.9566876044487984,0.9248845289897245,0.9448049110690475,0.9099543851163722,0.929821632598994
C: z0(59D)+physics+csv,safe(g<=0.60)/GB+softLR(0.6),0.9878047061145653,0.9198862546594727,0.9581946478498203,0.9287965506054024,0.9486705398073152,0.9198862546594727,0.935334259111318
C: z0(59D)+physics+csv,safe(g<=0.60)/GB+softLR(0.7),0.9874731874731875,0.9273269567006068,0.9590626285428139,0.9319492497170496,0.9514530056084144,0.9273269567006068,0.9394170631013158
C: z0(59D)+physics+csv,safe(g<=0.60)/bn-GB,0.9834007045274651,0.9382117075421612,0.9584366809276742,0.9384998303535829,0.9546372308377209,0.9382117075421612,0.9453771459649826
C: z0(59D)+physics+csv,safe(g<=0.60)/bn-LR,0.9703212266592549,0.870989656734797,0.943566550154301,0.9102746290687279,0.9237880156542703,0.870989656734797,0.9052023886891206
C: z0(59D)+physics+csv,safe(g<=0.65)/GB+softLR(0.5),0.9872862802440268,0.9124116402734114,0.9525416453877595,0.9318234389433875,0.9460157512121462,0.9124116402734114,0.9321491955365302
C: z0(59D)+physics+csv,safe(g<=0.65)/GB+softLR(0.6),0.987351133830007,0.9225625502083385,0.9539155507246089,0.9366701256374124,0.9501248401000917,0.9225625502083385,0.9380291910960747
C: z0(59D)+physics+csv,safe(g<=0.65)/GB+softLR(0.7),0.9870159898328913,0.9301594714121713,0.9547720060329428,0.9405727362109658,0.9531300508722428,0.9301594714121713,0.9424170723291732
C: z0(59D)+physics+csv,safe(g<=0.65)/bn-GB,0.9830965774627747,0.9425652743147344,0.9550215902248842,0.94881680911187,0.9573750627785658,0.9425652743147344,0.9496302714205067
C: z0(59D)+physics+csv,safe(g<=0.65)/bn-LR,0.9719163831839888,0.8689704823614111,0.9376250156486905,0.9176375312359919,0.9240373531075206,0.8689704823614111,0.9054121952757194
C: z0(59D)+physics+csv,safe(g<=0.70)/GB+softLR(0.5),0.9881849656497543,0.9008669885559735,0.9558788403873324,0.932922549599907,0.9444633360482418,0.9008669885559735,0.9285029830194859
C: z0(59D)+physics+csv,safe(g<=0.70)/GB+softLR(0.6),0.9884592842339321,0.9103724520571174,0.957727273630516,0.9380129327531509,0.9486429856686791,0.9103724520571174,0.9344006770270131
C: z0(59D)+physics+csv,safe(g<=0.70)/GB+softLR(0.7),0.988286072793115,0.9172410917551308,0.9591015763944226,0.9420700825447459,0.9516747058718537,0.9172410917551308,0.9387482959777714
C: z0(59D)+physics+csv,safe(g<=0.70)/bn-GB,0.9852307035405627,0.9276633004494775,0.9607206942255836,0.9504885073839533,0.9560258013998943,0.9276633004494775,0.9456875791975761
C: z0(59D)+physics+csv,safe(g<=0.70)/bn-LR,0.970807024328151,0.8030837996280761,0.9322649169278096,0.9041178262473966,0.9025683917828583,0.8030837996280761,0.8715059753838768
C: z0(59D)+physics+csv,safe_max(g<=0.70)/GB+softLR(0.5),0.9876931257212946,0.9099543851163722,0.9566876044487984,0.9248845289897245,0.9448049110690475,0.9099543851163722,0.929821632598994
C: z0(59D)+physics+csv,safe_max(g<=0.70)/GB+softLR(0.6),0.9878047061145653,0.9198862546594727,0.9581946478498203,0.9287965506054024,0.9486705398073152,0.9198862546594727,0.935334259111318
C: z0(59D)+physics+csv,safe_max(g<=0.70)/GB+softLR(0.7),0.9874731874731875,0.9273269567006068,0.9590626285428139,0.9319492497170496,0.9514530056084144,0.9273269567006068,0.9394170631013158
C: z0(59D)+physics+csv,safe_max(g<=0.70)/bn-GB,0.9834007045274651,0.9382117075421612,0.9584366809276742,0.9384998303535829,0.9546372308377209,0.9382117075421612,0.9453771459649826
C: z0(59D)+physics+csv,safe_max(g<=0.70)/bn-LR,0.9703212266592549,0.870989656734797,0.943566550154301,0.9102746290687279,0.9237880156542703,0.870989656734797,0.9052023886891206
C: z0(59D)+physics+csv,safe_max(g<=0.75)/GB+softLR(0.5),0.9874381423677198,0.912793015168825,0.954662316165147,0.9324376332715011,0.9468327767432982,0.912793015168825,0.9329673004427166
C: z0(59D)+physics+csv,safe_max(g<=0.75)/GB+softLR(0.6),0.98755254248212,0.9228905548559977,0.9563434326172361,0.9373061139578137,0.9510231609782919,0.9228905548559977,0.9389238275525444
C: z0(59D)+physics+csv,safe_max(g<=0.75)/GB+softLR(0.7),0.9872625140230774,0.9305213884047576,0.9575432649030178,0.9412374529757468,0.9541411550766499,0.9305213884047576,0.9434377745497081
C: z0(59D)+physics+csv,safe_max(g<=0.75)/bn-GB,0.9837237640054541,0.9422389374873176,0.9586512915385792,0.9493334257926945,0.9584868547060114,0.9422389374873176,0.9506418375562656
C: z0(59D)+physics+csv,safe_max(g<=0.75)/bn-LR,0.9720215185003919,0.8740150826543915,0.9383205129988454,0.9132410886099147,0.9243995506908859,0.8740150826543915,0.9065027093058777
C: z0(59D)+physics+csv,safe_max(g<=0.80)/GB+softLR(0.5),0.9881382388424641,0.9130448560254175,0.9549472713651818,0.932205824444439,0.9470840476693756,0.9130448560254175,0.9331034696370839
C: z0(59D)+physics+csv,safe_max(g<=0.80)/GB+softLR(0.6),0.9883263545235376,0.923465952839603,0.9566633613983073,0.9369331394988867,0.9513472020650837,0.923465952839603,0.9391487172087649
C: z0(59D)+physics+csv,safe_max(g<=0.80)/GB+softLR(0.7),0.9881346134867263,0.9313502950651978,0.9578449120394565,0.9408070216280608,0.9545342105548604,0.9313502950651978,0.9437352595792804
C: z0(59D)+physics+csv,safe_max(g<=0.80)/bn-GB,0.9846929424394213,0.9429138487453821,0.9589684383302498,0.9486048130050696,0.9587950106300307,0.9429138487453821,0.950784141530749
C: z0(59D)+physics+csv,safe_max(g<=0.80)/bn-LR,0.9715739884753969,0.8750257817212459,0.9381690932900404,0.9137160985781896,0.9246212405162182,0.8750257817212459,0.9070024712106742
C: z0(59D)+physics+csv,soft(l=0.2)/GB+softLR(0.5),0.9890703580844427,0.9060527976294714,0.9565031982942429,0.9114406076561304,0.9407667404160719,0.9060527976294714,0.9237264288856731
C: z0(59D)+physics+csv,soft(l=0.2)/GB+softLR(0.6),0.9894840514558824,0.9161720189797944,0.9584545651452497,0.9128780205111185,0.9442471640230113,0.9128780205111185,0.9283953834346795
C: z0(59D)+physics+csv,soft(l=0.2)/GB+softLR(0.7),0.9894643134079752,0.9238756806791364,0.9600295685730581,0.9136264460190053,0.9467490021697937,0.9136264460190053,0.9317047677672408
C: z0(59D)+physics+csv,soft(l=0.2)/bn-GB,0.9866449950956993,0.9350984430898037,0.962321530412112,0.9125748858911142,0.9491599636221824,0.9125748858911142,0.9352079281586578
C: z0(59D)+physics+csv,soft(l=0.2)/bn-LR,0.9723320906419498,0.8158092680770868,0.9316644046443326,0.9046190880700181,0.9061062128583469,0.8158092680770868,0.8773890165374315
C: z0(59D)+physics+csv,soft(l=0.3)/GB+softLR(0.5),0.9884826476375772,0.9060088783630902,0.9565568509469693,0.9129216084956944,0.9409924963608327,0.9060088783630902,0.9242044949243152
C: z0(59D)+physics+csv,soft(l=0.3)/GB+softLR(0.6),0.9888222226250394,0.9161964803433486,0.9586032028646542,0.9144957291204887,0.9445294087383826,0.9144957291204887,0.9289877273100126
C: z0(59D)+physics+csv,soft(l=0.3)/GB+softLR(0.7),0.988744478885324,0.9238067441091199,0.9601007080163024,0.9154957761756992,0.9470369267966113,0.9154957761756992,0.9323641035952512
C: z0(59D)+physics+csv,soft(l=0.3)/bn-GB,0.985898574630969,0.9352730082751681,0.9624840780785197,0.9155413454323011,0.9497992516042395,0.9155413454323011,0.9364559906033365
C: z0(59D)+physics+csv,soft(l=0.3)/bn-LR,0.9746962254004509,0.8181981426041901,0.9328455578584245,0.884098558376942,0.9024596210600018,0.8181981426041901,0.8733278541034571
C: z0(59D)+physics+csv,soft(l=0.4)/GB+softLR(0.5),0.9873986662719058,0.9026098607092128,0.9540212663218324,0.9332737300665459,0.9443258808423742,0.9026098607092128,0.9288912571897391
C: z0(59D)+physics+csv,soft(l=0.4)/GB+softLR(0.6),0.9876431763755706,0.912384955149534,0.9555875263543818,0.9380233344312883,0.9484097480776936,0.912384955149534,0.9347247981075966
C: z0(59D)+physics+csv,soft(l=0.4)/GB+softLR(0.7),0.9874679508482325,0.9197044622530584,0.9567154243428045,0.9418679927980763,0.951438957560543,0.9197044622530584,0.9391288727265191
C: z0(59D)+physics+csv,soft(l=0.4)/bn-GB,0.9842079504051334,0.931319718360755,0.9576295065744371,0.9506638499582695,0.9559552563246487,0.931319718360755,0.9464818509548484
C: z0(59D)+physics+csv,soft(l=0.4)/bn-LR,0.9705633198590945,0.8153611803719796,0.9291777035472352,0.925203018467932,0.9100763055615603,0.8153611803719796,0.8813281374822428
D: z0+eps(80D)+physics+csv,safe(g<=0.60)/GB+softLR(0.5),0.9881108472657769,0.9199857679339323,0.9539588702738472,0.9553460910741218,0.9543503941369196,0.9199857679339323,0.9423040242665424
D: z0+eps(80D)+physics+csv,safe(g<=0.60)/GB+softLR(0.6),0.9883134643698025,0.9283704562322272,0.9554396834890916,0.9553396519400368,0.9568658140077895,0.9283704562322272,0.9462435992347239
D: z0+eps(80D)+physics+csv,safe(g<=0.60)/GB+softLR(0.7),0.9881519346308079,0.934263421088475,0.9561109377887554,0.9547730081405513,0.9583248254121474,0.934263421088475,0.9486872546383833
D: z0+eps(80D)+physics+csv,safe(g<=0.60)/bn-GB,0.9842127842127841,0.9410403306731602,0.9547847236987741,0.9492759689039354,0.9573284518721635,0.9410403306731602,0.9491914098244963
D: z0+eps(80D)+physics+csv,safe(g<=0.60)/bn-LR,0.9741854530586924,0.8873359629299153,0.9319469752820242,0.9207862678035866,0.9285636647685546,0.8873359629299153,0.913045518819241
D: z0+eps(80D)+physics+csv,safe(g<=0.65)/GB+softLR(0.5),0.9879138696040104,0.9214451106459746,0.954966347863929,0.9580079300412848,0.9555833145387996,0.9214451106459746,0.9438122133688116
D: z0+eps(80D)+physics+csv,safe(g<=0.65)/GB+softLR(0.6),0.9881648247845431,0.9297074921264986,0.9569399706301405,0.9584586694272389,0.9583177392421053,0.9297074921264986,0.9479757348937606
D: z0+eps(80D)+physics+csv,safe(g<=0.65)/GB+softLR(0.7),0.9880480077663177,0.9356832920547823,0.9583480546939116,0.9584378660709643,0.960129305146494,0.9356832920547823,0.9508318077299329
