round,train_auc,test_auc,train_logloss,test_logloss
276,0.9999998792379249,0.9800590293379376,0.01517772452023909,0.2183140266583306
277,0.9999998917569988,0.9801109981936033,0.015074674138333537,0.21803544753670515
278,0.9999999064916334,0.9801287106256593,0.01498830194339526,0.21803178806402973
279,0.9999999164754955,0.9800974251006267,0.014890123720705624,0.2183107100001332
280,0.999999925758716,0.9801342898194545,0.014794310289248705,0.21821164640371657
281,0.9999999303230684,0.9801617744160682,0.014680588599677486,0.21823347095821946
282,0.9999999402666933,0.9801982648980885,0.014570894528867947,0.218036237445683
283,0.9999999473998298,0.980223608898483,0.014479584900476485,0.2180358911600207
284,0.9999999536914624,0.9802398435993902,0.014365076223295357,0.2180688337483691
285,0.999999958625507,0.9802531116783929,0.014272262317867218,0.2182196089437409
286,0.9999999648175079,0.9802368766268917,0.01415667364274735,0.21848877533886055
287,0.9999999674428813,0.9802922732979453,0.01405094796931248,0.2183432729297093
288,0.9999999704638064,0.9803025932183758,0.013954721338612763,0.21831476651561554
289,0.9999999739786832,0.9802404089927496,0.013851173962552527,0.2189206940142114
290,0.9999999813031843,0.9802680986060751,0.013758627512201561,0.2188325024223745
291,0.9999999825078463,0.9802585896716351,0.013659605150190659,0.21912776140092277
292,0.9999999830461044,0.9802473950827808,0.013567286384718337,0.21938587526765024
293,0.9999999898099052,0.980250193827389,0.013473374322215969,0.2194896170991073
294,0.9999999910485515,0.9802516886254206,0.013377751743663017,0.21968268316927222
295,0.9999999922803511,0.9802707987101676,0.01329463274104252,0.219605108464278
296,0.9999999922803511,0.9803061291599127,0.013206037968070758,0.2193638587256483
297,0.999999991201683,0.9803129104846879,0.013107171240184075,0.2195284961675114
298,0.9999999905475006,0.9803225424064024,0.013015892023700388,0.21964801225455552
299,0.9999999924334826,0.9803350617724341,0.012940641499991329,0.21975556313933017
300,0.9999999930110994,0.9803470002077537,0.012860608786301348,0.21979521409878816
301,0.9999999949005047,0.9803362999806079,0.012782289923755984,0.21993436283912485
302,0.9999999961343528,0.9803712960063655,0.01269374446678924,0.21975668814273885
303,0.9999999973695757,0.9803726846063713,0.012615767205883513,0.21997529607536806
304,0.9999999973695757,0.9803575906352191,0.012522428346914399,0.22019409233947262
305,0.9999999980271818,0.9803603035337068,0.012429174670527822,0.22037927469298113
306,0.9999999980271818,0.9803513194795174,0.012348014754338867,0.22055905602723858
307,0.9999999980271818,0.9803679262884188,0.012270119926540127,0.22057526254389723
308,0.9999999980271818,0.9803551526969664,0.012178621652333048,0.22082554569722404
309,0.9999999980271818,0.9803415236798083,0.0120981094509292,0.22112887878288617
310,0.9999999980271818,0.9804024559681985,0.012021911472142193,0.2208287909252702
311,0.9999999986847878,0.9804009575536415,0.011942013884058673,0.22099420170276546
312,0.9999999986847878,0.9803334346980803,0.011861025337688964,0.22154464996516038
313,0.9999999986847878,0.9803562137424162,0.011777970193172567,0.2215347933839362
314,0.9999999986847878,0.9803746670527687,0.011701690291908184,0.22152133883747205
315,0.9999999986847878,0.9803667785870511,0.01162515576032817,0.22173591657508365
